2yZlrJWBLac,30386,136,3,19,0
2z8lLg9cXo8,8689099,20089,3405,2179,0
2zSE8r8jU_U,27705,35,11,5,0
2ZTrUc824oI,17205,21,4,1,0
309Cnimrm5A,313598,1118,106,62,0
318L0jBVIKM,179095,1071,31,74,0
31sP1-4GgsA,9700,58,4,4,0
326RvY72nmE,77070,357,36,17,0
3_2F9m4Rvw4,336,1,0,0,0
32Fz-BBjVXs,3062,5,1,1,0
32iBCneCYcI,89368,395,11,7,0
32QcvEuJYFA,195239,2044,25,182,0
34K-mcoEFuk,26536,125,3,10,0
35etH-uR7z0,8436,95,27,18,0
35FF7e1-zCg,2331,8,0,2,0
37yJV-YPBJY,4949501,13873,2505,627,0
38mE6ba3qj8,267835,1568,23,268,0
39Bnk6VU53Y,81672,364,14,88,0
3A97Vc1eExE,316378,1921,37,30,0
3AfqCkqJVt0,468180,1902,201,258,0
3a_nj9e_5bs,1692,11,1,1,0
3aSdLAndoJU,156955,689,10,90,0
3bHDHRxatZg,109239,295,8,1,0
3BIyw7X0j74,354,0,0,0,0
3dVsAm-ddTI,378,20,1,22,0
3e7wbs_xfas,518055,1791,59,662,0
3FeBwyb5g0U,14196,16,4,1,0
3ghKgAcPBC8,81824,337,9,15,0
3HMU2k7i59M,285,2,0,0,0
3i7EvW15Lyk,24491,94,1,8,0
3IiKTJztqFY,20293,86,11,12,0
3Iy44xwjtQA,501,2,0,1,0
3J0d3ZwHy-Y,14120,52,0,7,0
3JF7tS3pxmc,276,3,1,0,0
3jWrsTACVn4,2359,9,0,1,0
3KdgZgQRDU0,22074,97,8,46,0
3kNqc5Hrh0M,959205,3271,292,619,0
3Ks6tKs541g,4634,23,1,0,0
3l3rJxuxpDo,1715,8,0,1,0
3lex4AAgAfs,36269,128,5,17,0
3lfTLYMECtc,155055,266,6,40,0
3MhzaQnLhRY,170839,879,25,41,0
3mw9rXZv4tY,292772,883,198,154,0
3N5u8TKtmfk,5404,36,5,2,0
3NpYTks1mDI,195986,981,30,66,0
3O13oeNWWfU,72080,205,52,40,0
3o2ACEr9NmQ,7972064,12456,1529,2211,0
3obteqT0VJU,63133,102,5,31,0
3OFda9AT-U4,71584,319,5,36,0
3oFSNCmEZyE,55990,277,14,58,0
3oQd25IcII8,6792,10,3,0,0
3P4LUt0qcX8,513353,1153,56,426,0
3PBo1ef-18Y,1574533,3293,326,249,0
3QyEUXjHzOc,92278142,216516,64723,35865,0
3R7OdK-F91c,10329,48,2,9,0
3Rayb1Y5SmA,492148,1378,209,176,0
3rlz8tdE5Mg,12887,74,2,6,0
3s--5gsc4bs,2135,6,2,0,0
3snpAmY2xeE,27015,210,3,16,0
3Sz7dbX2kTY,79781,315,8,43,0
3tbDLfgTAuI,1410,10,1,1,0
3UbNdsZot98,416321,588,50,39,0
3uIw6INr36g,18529,44,3,2,0
3v-e25d34pY,10379,47,0,5,0
3vjTjf7m3Bs,7691,41,0,14,0
3WAg9OI2wn8,592,3,1,0,0
3WfRT1c7Tz0,8248,24,5,1,0
3wjBPKUDk_Y,17706,46,5,7,0
3wqXNKYn-fQ,843408,5750,109,555,0
3wsMRsZ2Q3I,206927,378,23,8,0
3XD34HIx-00,422742,2364,51,54,0
3xtKas3-ctQ,188851,624,22,28,0
_3Y9IdNtk4E,28188,225,2,25,0
3YGQ4oen7gM,1349,5,0,1,0
3yjYPrkMGdk,20506,95,0,21,0
3yVGaKmJrUY,1072,3,0,0,0
3ZdOgKZPB0A,206989,8373,169,578,0
3_zKy7ygsHY,50720,153,7,34,0
3ZQFpUxopm4,759515,3978,153,1020,0
4009LQ96f4E,718,2,0,0,0
40JQrUnvKUw,4385,16,1,2,0
40ryheWGyZY,101614,240,11,19,0
415kITLNgvg,13326,78,5,9,0
41BnkhKxWHA,260954,1170,36,45,0
_41uCWOabEU,27132,93,17,19,0
41VUCQfnnco,1370558,3672,713,251,0
44BkOqV2jDc,4866,35,1,7,0
44sKwAmNB5c,264840,2758,60,487,0
44TG_H_oY2E,1026736,2626,86,798,0
44zsdC87LJs,702,2,0,0,0
-45cXUSpOw8,1768,14,0,1,0
45MzBLAUUpk,7525,10,3,1,0
48kV7uKAzEU,9066,25,2,7,0
4932enSiFRA,148143,870,43,113,0
4aKmbFnV-mI,673,6,0,0,0
4A-T8umqRYE,52287,152,60,73,0
4At_9_s2lDY,148735,909,25,66,0
4C7VpH9VvC0,56147,411,11,25,0
4cH4xyezQv8,8306,20,2,0,0
4cyZctbdFik,1018,2,0,0,0
4DD8QRsms1s,201192,939,26,124,0
4DKTOdul0_I,2582,20,1,4,0
4E_jCd4LZL8,5683,20,2,8,0
_4EkJkuiwIg,1146,1,0,0,0
4frYhsIGjJU,235252,804,24,40,0
4G6VXPkfDvo,237080,423,60,9,0
4gh5B_Uezmk,245427,410,24,257,0
4g_oMoSgIas,1021714,4517,187,318,0
4Gs6pBwn5w8,1369,5,0,1,0
4GUliPk7fK0,199352,347,26,10,0
4HB9b-ttI3I,2620,11,2,0,0
4-hiooEmi-I,251523,1527,40,286,0
4HOgujwklBY,12669,110,1,2,0
4InwO1SSp5o,17513,53,8,7,0
4IOwJNyILNI,38291,60,5,18,0
4IsISIQpKTc,233604,986,22,215,0
4JtubCgodCE,5882,27,0,8,0
4k1Vx0equfE,27635,62,9,13,0
4kNNwEV5XJI,2644490,9813,775,773,0
4kQr8dkriIg,29896,92,4,5,0
4kRRDuR7OBM,356776,492,20,76,0
4lQ_MjU4QHw,569473,2194,38,750,0
4LY3sXlBbk4,35531,190,4,40,0
4m15WAC5khw,1261442,3376,171,220,0
4_mFP5qAVqM,3285,6,1,0,0
4Mzzy3KQNoI,1855,6,2,2,0
4nEsHsxsjew,603141,5364,189,293,0
4nSkJZ3i2-g,20743,93,5,22,0
_4Od7V2mVG8,245797,1594,32,99,0
4OEhuma-rrY,3050,3,0,0,0
4_p4EAmMa-M,1826,12,0,0,0
4p8_pqlJxmk,399756,1769,64,155,0
4pSAjI9lOGY,1309395,3947,283,192,0
4qdHRWWX2gM,1675,9,0,1,0
-4Qk4eACpXI,507,3,1,1,0
4QYYeDp44H8,5778,41,1,3,0
4RrfO5fM80Q,2216,22,1,1,0
4sOjksh8vX8,824013,2126,139,211,0
4tEfbGzxI-E,11220,37,11,6,0
4tMdFDBXDpk,1175,8,1,2,0
4TsgjtL0Qx4,1072618,3189,158,212,0
4uc2qplSyss,2917503,6928,503,386,0
4V4jhMSJRW8,482934,1433,195,31,0
4VaSyU3yfMw,1849,7,0,0,0
4Vlw-NzSvoc,8843,39,0,3,0
4VX7ZvbbLrE,838911,2443,235,349,0
4w6WN2_l0wA,5421,24,2,0,0
4WCDgJSCQpc,1796767,16247,386,577,0
4WdyyPhh4-k,12137837,21303,2572,1062,0
4WgLRH-FpWQ,3683939,16199,398,887,0
4WibEcqn1c8,7751,24,1,2,0
4Wu598ENenk,840571,3686,56,595,0
4XKZFS7EoCU,810989,3493,66,74,0
_-4Xy6CjAbw,123907,594,34,7,0
4zBMw2XqgWY,384912,824,53,68,0
50N2eB0JI80,2535899,9120,982,1222,0
516x-cH_Cpk,1374,5,0,0,0
51Kfo8X3V18,454700,2184,101,86,0
_525BmUkPmI,24910,83,6,4,0
52OZE9H2l4w,70776,173,18,10,0
530g3-fuGGU,1507,6,2,3,0
5485fd0CtKw,56686,140,7,7,0
56F_nTxTQj8,890,13,0,2,0
57MtQQ5sm24,38642,122,12,14,0
58DPO_8Bd88,7143,32,1,5,0
58pw6PJAqZg,9142,44,2,8,0
59rdzSTXs5c,4994,32,1,0,0
59wvo9e2XQY,55258,293,7,41,0
5A98txE5nno,30189,65,4,4,0
5Ackdv3pgmU,182055,686,26,69,0
5ACVz6Cmo3M,670909,2203,110,79,0
5ArOFrHp9Lo,1035,5,2,1,0
5AstACoPo9w,6616,27,0,3,0
5at3bsJPg20,1504,18,0,0,0
5BBhXUaqDZQ,8282,59,4,15,0
5BKMV5PyjDg,25696,77,1,20,0
5BLZxhN2lDE,2336609,7923,593,529,0
5bTmqPTQPOg,1156,4,2,1,0
5bWanpZTnSQ,1765381,6932,243,377,0
5_C7GNWPinI,702,5,2,1,0
5CrXuWBxVVk,818,5,1,0,0
5Cv1ENey4yU,19671,76,3,8,0
5cxSYatteJ0,1437,14,4,6,0
5d1P50L28LU,3678082,12874,679,454,0
5DaiI6epRCU,294046,1132,169,250,0
5dE-JjnKznQ,17301,62,7,7,0
5dlDHt93ng8,102871,432,25,49,0
5DWrrqP_HNk,51223,176,5,6,0
5enqrVvjxg0,739982,3747,234,227,0
5eNVHUxlR1Y,2731,18,2,2,0
5FcTzH6A4a4,1418813,6791,401,1928,0
5GZbCRzKoTQ,1059,3,0,0,0
5H7YGAM9Na0,3626,18,1,0,0
5Ii0_2kAYlU,2593,11,0,1,0
5IPCNRlCYP8,119560,445,12,82,0
5JCbdlUra28,36803,192,5,13,0
5JjVwGi4aHU,602,1,6,1,0
5JU326dvQ2g,259827,574,37,73,0
5jv7TlhbjAQ,1089548,4223,269,233,0
5kaBIMuW74Q,350968,511,18,233,0
5KgptmAR3KM,2047,9,2,1,0
5kGTDvVTAOw,429600,1127,39,29,0
5kgYUoeOPj4,6349636,13593,2493,633,0
5k_LOWBvWCw,56923,164,16,38,0
5kQCpsPnnew,47721,229,9,62,0
5K-YqPyi3BA,2748,18,0,2,0
5lBfYlWmDC8,6538571,24603,2401,2030,0
5LX01_nSeZU,87638,437,20,102,0
5m9Bf48pWc0,216170,989,46,129,0
5MB15iYADy0,40991,192,6,53,0
5mcjt53aqlE,19751,108,6,11,0
5mL4wT8DEuU,53150,260,6,15,0
5nIwJTUMlE4,358353,798,35,63,0
5NTDlhH174M,117443,192,15,2,0
5NuvfSWbggc,2867,18,0,1,0
5Nw5r8_YCFw,1761,12,2,2,0
5NY_8ulSutc,1625551,4398,309,104,0
5ODDHpmqyWE,39562,108,8,11,0
5oEUU8YjUkg,1157,6,1,0,0
5OfAMHeIr7k,1571209,4864,227,158,0
5P2p_4ftJjE,16143,87,6,3,0
5p9rqqJmDaQ,714394,6807,177,1435,0
5PikP1s15F0,715901,3121,196,151,0
5PsKwqiRjEM,42910,265,5,39,0
5Q52XfZ9no0,104756,627,36,207,0
5Qfba1tSw4k,120091,333,21,4,0
5QFZ_Kh7vP0,1636,6,0,1,0
5qKySTAWpiY,466743,2609,87,164,0
5RGxUKhhRWA,394159,2028,90,343,0
5rOdGpkURD8,165718,749,35,142,0
5rVB1DFakzA,8568,56,2,1,0
5S8moDSqK0U,3270,13,0,4,0
5T4sIC7SB_4,10818,57,0,22,0
5Ugqj1RATYE,2083092,5203,797,198,0
_5uHK-fVMcY,4946,27,0,4,0
5UnmqCr95HI,1340,3,2,3,0
5V-C6ziFKMA,4173,16,2,0,0
5Vo99FUjbrc,2077,16,0,0,0
5W60oPaZOIc,9694,11,2,1,0
5wAlQf4WdiE,2194187,7607,689,1397,0
5wcg-4j9CZ0,4363210,8487,1621,311,0
5wErjt1ukFE,14906,87,4,7,0
5Wpy4Luh_uY,1209,6,1,0,0
5WT1QRZ2z6A,5665985,17120,1442,796,0
5wUezm-K0Bw,12094054,23068,3754,839,0
5xx4Ha3kGtg,675706,2221,115,241,0
5YbynyAXAL8,36281,79,6,3,0
5YEw7F6ri_0,5389,29,4,3,0
5yGKubkHrio,253,2,0,0,0
5YgMl4JQxKw,642432,2700,117,200,0
5ywvhn6Y4aE,8541205,16952,1477,1782,0
5Z0wEVxL30Q,7600889,30273,1782,2538,0
5Zpj9911g6I,2298,14,5,2,0
5ZT2Mc8TEIY,8937,37,0,3,0
60V3JFUPvIE,250418,1256,40,204,0
61cBscxr69E,1275746,9732,209,195,0
62z8SYqpuZ4,28191,75,3,2,0
636QHxJvvjc,992,6,2,0,0
63fCYTWuVoA,7181,21,2,2,0
63iuB-cSY7Q,3148009,9588,379,2853,0
64cRTXIxwws,1375,5,0,0,0
64-EdvBcZYg,3882,23,4,0,0
64IwbhFYuUM,506281,2650,135,301,0
64Kac5hYLBM,7744,7,1,1,0
68av2-Ti-GU,34023,145,9,4,0
68CXG6t1mxU,136247,595,10,13,0
68igl3sbzFI,110662,456,33,158,0
68SlAT125f8,70491,197,10,18,0
6AWo-9MFBug,1677,7,0,0,0
6C3HDhgTv8Y,1700,2,0,0,0
6CBfg5X9Z3Y,68542,337,13,36,0
6D64t1trSRs,792621,1684,94,74,0
6dDbnwQlCek,85472,532,11,74,0
6Dg8xn6Rdwo,4797,34,0,4,0
6DmSVYtMoyQ,1883,4,4,3,0
6dySVi75n7M,2019,5,0,1,0
6e4xlcfKHxY,244928,1133,44,58,0
6fJ9PDZDS1M,11238,36,2,10,0
6FxHQNSukfM,1137,3,0,0,0
6Gd4JbJxaf4,14538877,26014,4808,596,0
6GEll0BI7ko,2845,16,2,3,0
6GpeTJqqtG4,7924,16,2,6,0
6H6RGCBUcf4,1798,16,3,1,0
6hpVlKMNHpA,34349587,44964,8678,4039,0
6i7cWj1WqDU,323610,953,156,134,0
6IdswAQLBKk,3992,9,15,8,0
6IJ8LfJnJvQ,2111,12,3,1,0
_6IlaKlrXbs,20754,145,7,6,0
6IM3wUpXVfA,105110,457,24,142,0
6iOxj7Lgn4I,10485,44,2,1,0
_6iwpd8yeQc,1181,10,1,2,0
6JIxbckE6MU,2159,19,0,1,0
6Kfqy-8C3o0,20601,125,12,29,0
6kktAYxwo7M,5149,15,0,3,0
6krgl6GpIbM,42069,104,7,1,0
6l0tsxNujWA,6172,30,7,6,0
6La5YCYlMZY,17592,38,1,2,0
6ldKc6yXTyg,26070,119,8,8,0
6lv7o-rzkWM,766,4,0,1,0
6M8szlSa-8o,1315617,4316,128,802,0
6MDRk-oDzAE,84510,74,21,6,0
6MIGRX1AVKo,14387,169,1,19,0
6MJJXdBz1q0,770222,2470,218,180,0
6moZJqA4iuc,2318,17,3,2,0
6mtG2DSbR3g,358112,1806,56,86,0
6MtwwUfJ8IE,1946,23,1,1,0
6Nb7rSggCns,229576,1051,28,32,0
6nfXJd8nV9E,3358,15,1,2,0
6O554p-ovsI,548807,3070,50,99,0
6OizpcahOZA,119850,491,10,11,0
6oqDO7aHVFo,4455,15,3,0,0
6P5yW3rYuMs,1571,12,3,0,0
6-PJPTcT-o4,742452,2098,141,169,0
6Pkq_eBHXJ4,1317408,5048,117,769,0
6p-S9nS21Wc,134168,432,21,18,0
6PtAvJelZXs,17755,52,1,6,0
6PumiBR18C4,611,0,0,0,0
6qAar5htD0g,97780,313,14,6,0
_6qbppwnkq8,1056,8,2,0,0
6QEYgLKNZd0,786,9,0,3,0
6QOhTEZDlt0,90678,262,15,14,0
6qxQ2l1DC6Y,147499,667,26,45,0
6QYw68kf4sI,100978,546,26,72,0
6qZZWAScCn8,1010581,8090,392,1068,0
6R_37O7HwMI,1291,5,0,2,0
6rDCHgWk7dI,50823,232,7,22,0
_6RI-8Ia4do,19182,110,10,12,0
6SAzrCAaFG8,3759,16,5,2,0
6svL10xXulQ,155783,957,13,63,0
6T_01swH-OY,16598,114,2,11,0
6Tax5ajZYsY,36701,207,17,11,0
6-_tIPShuwQ,339834,1369,34,73,0
6TVik8mYxrY,7579,47,3,3,0
6Tz9krF1K68,385326,252,160,14,0
6_u456zQtkY,6613537,10115,3545,316,0
6U61OQAOe84,3812,30,0,1,0
6UNDrO9PrzE,4091,18,0,1,0
6UwcLeAV31Q,22728,44,8,5,0
6vAYIYN2Iac,340836,1003,63,63,0
6VhCGQODB5U,124677,1182,10,35,0
6vtpmEd3SNk,879524,1059,205,136,0
6vYEB7ehvWY,26484,143,8,6,0
6w5n1TfIFjk,23774,112,8,13,0
6WArrD9VPJE,80531,215,13,4,0
6wKdM013szo,2420837,6167,352,726,0
6xmaoTphmLY,6863,12,2,2,0
6Xn4tr2grtc,439756,817,100,65,0
6XRJuEv5Ya4,8261,20,1,2,0
6ya4pGA6zPk,4612,27,2,6,0
6Z5bmj561YM,1286,3,1,1,0
6zfXkQ5QkrE,204849,1002,47,141,0
6zqeWbDCXMM,266808,1510,34,220,0
6ZygVYbMrfc,921263,2692,155,109,0
71FkH7FwfFg,690161,2224,256,174,0
71kAAVlpENY,1048930,4236,411,629,0
727NnSLXsxc,6967,37,0,2,0
7478n46dKCg,115034,335,23,57,0
75AdYZPT3nE,21698,71,8,3,0
75InSLAcYrI,30,0,0,0,0
76pNjmVp58w,2847,10,3,1,0
77DXn43fhVw,102068,111,32,11,0
-78FgmNwyD4,997637,3427,240,175,0
79WfcpXDbg4,52770,83,3,11,0
7AB4ab4LtFo,376017,1773,121,279,0
7a-OSvw0tjg,1911,5,0,1,0
7bCca1RYtao,71621,83,8,29,0
7bkFmhGRZAQ,162727,806,45,54,0
7CVfTd-_qbc,35211,406,24,22,0
7D_6z1EnSik,1688178,5129,362,788,0
7DP-JKwZrA0,40901,380,10,42,0
7dtQiqaxf_o,867349,2464,182,242,0
7dw45dGMGNY,368617,1342,55,284,0
7EcK-LuhzAA,91199,604,17,130,0
7Ecvvu9ovIU,3021,19,4,3,0
7EmNSHq1mh0,1198,4,1,0,0
7ezYV1mOdh0,318089,1071,58,14,0
7fduMinwJZ8,443436,1402,46,51,0
7FN-chIhcNM,354128,842,38,136,0
7fxvOlQLJWo,16057,88,4,8,0
7_G8cPqQwEM,21356,144,6,12,0
7-H5Yu3_Py8,11500,18,3,0,0
7hPVF6s-NQM,379906,4117,17,182,0
7IsskjJnGN0,11354,57,0,8,0
7jXZpvSkCaM,773,6,3,0,0
7jz_uA1dv9w,900414,4296,204,554,0
7ktZEjwyFhQ,4250,22,2,2,0
7l79p5apaqQ,368351,528,83,15,0
7Lj3LydT1uk,136139,253,19,13,0
7lL9YOO31Ig,3516,4,2,1,0
7LraDj4Pjgk,44237,136,14,28,0
7LxG9WBUbf8,35620,123,11,9,0
7MJd-RSHTqs,1794125,7371,534,310,0
7moP2oVrQ7Q,3536,13,0,2,0
7mwZYGcbQCo,22789,197,3,11,0
-7mzQx0ebqk,2802,6,0,1,0
7n9xJpld-0s,511,0,2,0,0
7NMQnDrBp60,151145,596,25,74,0
7oczRhQvSlE,70384,180,4,10,0
7OIn2KFDWjM,28057,229,7,8,0
7oOKwZlj4VE,4237,19,3,2,0
7OpujffVbUQ,2644146,5207,889,391,0
7OsEWB35fPE,117488,647,16,41,0
7P9EEB9Mr18,1487915,3249,174,393,0
7Q6ywfDSm_0,673159,3962,184,362,0
7qi8llEviYY,1143298,3114,363,124,0
7qjZeHpcVtI,17324,104,3,9,0
7qlt-WEtc70,2398790,10262,679,367,0
-7Qoxub52B0,1880,3,0,0,0
7Qw6_FYmfF4,3,0,0,0,0
7RAzClJ4XLk,24346,110,3,6,0
7Rx90r--Xss,6891,29,0,5,0
7SBBMiyv0kY,313,2,0,0,0
7SClmJTqKo0,211728,996,63,50,0
7SNohNGz_f0,325,3,0,0,0
7SojZ1TuMsk,89172,690,27,117,0
7SU4vD1T4oI,1446011,5056,294,541,0
7Sv4-ISVv-8,27236,124,16,20,0
7T5KMMZfc_U,120341,616,11,23,0
7tb3_GWTIaU,924,6,1,2,0
7Tx0kjtoAks,774,2,2,0,0
7umeeSjxQl0,39347,87,9,21,0
7UnKOlleCCw,36419,132,11,6,0
7UQFQ-FyV98,581,3,0,0,0
7_uvEuNwUj4,722153,2128,90,510,0
7UvSGe2Md6g,46462,67,5,13,0
7uYoJwMuN_8,187840,527,17,450
7uYoJwMuN_8,187914,528,17,45,0
7VOpGn2RTP4,64161,273,23,14,0
7WN14x9733I,72839,352,14,47,0
7wniAznxp08,1404,12,0,0,0
7x43p4KHLLI,5809,32,0,3,0
7X59lLfqm3c,41466,411,17,26,0
7XaThsXXj_M,1601954,6578,765,305,0
7y9stFHCvEY,991071,3386,209,229,0
7yjowqaIUnU,487420,1099,67,25,0
7ZUVMim8ebM,218724,926,52,61,0
8-0dpreHXFM,41580,103,5,13,0
80xURylcWpI,517,1,1,0,0
8_2tkIqD3Io,152,0,0,0,0
83Ax_EIMDVk,523,5,0,0,0
84N6vtJZLMc,552,3,0,2,0
8_4rJG5TmBg,2406,19,0,1,0
84UF11bJDFY,6587,37,2,0,0
85O_vS9vSCA,1107007,5130,184,613,0
86sXLVakflE,691,5,0,1,0
86TpCwZ4FvY,5048790,11692,1040,491,0
86Vd7XFiYZA,136344,727,27,30,0
880-MqUhhEk,158665,703,22,31,0
8aegfjXaTmY,154960,468,21,14,0
8aK7LsC0G-4,1221,6,0,1,0
8AXEzcuMQp4,73000,630,7,68,0
8CCr6_Xqt1k,6530181,11941,2352,658,0
8CcVO0mQ1go,556673,824,31,115,0
8cLtNUD4Hcw,1564230,4680,185,144,0
8CouO6czPic,14404,84,3,5,0
8CZ-ICxcEYg,427565,975,27,99,0
8dcA5NLO_GQ,2320,10,0,3,0
8DkbFJ3uz54,1699772,4869,320,81,0
8e5fzbsfGCI,26976,102,4,9,0
8EcrxgHLhIg,9964698,6815,3118,180,0
8fBQzlJdubE,724,2,1,0,0
8fzGR29bKjY,147939,497,29,77,0
8gfk5E2iwdU,3650,23,2,3,0
8gLOoFW3ke0,5143,23,25,0,0
_8hB8umrGlo,431991,1252,191,90,0
8HiCEPL6oa8,9290,48,2,4,0
8HO4C01n00c,114111,342,22,29,0
8I1qHr1kjF8,1749,14,0,2,0
8iI9iC2OgFY,756277,387,65,128,0
8IJEqeoPPs8,68730,153,7,13,0
8ILiVgno0_0,591878,998,189,49,0
8ITOvb7Des0,19221,55,7,3,0
8JhRzlsZPas,29863,211,2,15,0
8jIPR2QUl_k,36484,219,5,58,0
8JoOpx6VwHk,2025045,10027,209,887,0
8_JPDEHU1ok,269622,919,25,61,0
8jyiXMPl6EU,1031154,1366,365,35,0
8kAtef-L6do,6367,28,3,8,0
8KJkEQx2lKI,6549,13,0,5,0
8knM2DiWkUk,692,5,0,0,0
8l4qdf_1nGM,582168,1174,96,162,0
8l-HZqArmXU,83158,351,20,72,0
8lnd2BulFkU,2896,14,1,1,0
8lsl4cNrpzI,10800,54,4,9,0
8M0uWmbBrCc,2844,14,2,0,0
8M1kdeDluRE,718507,2405,141,58,0
8NaBHCuxqhA,2109906,5246,356,1167,0
8oq28m4uqe8,4570,22,1,4,0
8OS1xorvbAs,15696,47,1,0,0
8osP7KRacWk,1890554,4329,311,301,0
8_oVkRFKukY,1592,7,0,0,0
8Pd2fpoD0Xg,24323897,34864,8006,708,0
8QcReRkM8wQ,95174,343,10,19,0
8QDZKTF75Zs,1397,14,1,0,0
8QjrBjdb2T8,3714706,4685,805,864,0
8QNDAaCu9dI,26364,125,10,30,0
8Qw1dYiaCto,311930,721,143,50,0
8QzFJA3QM7E,2428,6,1,1,0
8rlAQ3q4RDk,119081,589,22,50,0
8rSdR6dU7KA,2129,4,1,1,0
8sURhgulh7E,2676,17,0,2,0
8SvHSEy3xCs,54055,251,11,11,0
8tdYFT9BIuE,2431,18,2,2,0
8tnIy3PuDiY,328,0,0,0,0
8w4UZGP7OGo,1208864,3679,385,567,0
8Wgkpfa5HMw,17538,52,2,10,0
8x_8B2imlgE,3135788,6068,603,275,0
8xZ0jOhAHMk,790799,1454,148,113,0
8yACSHANED0,878,5,0,2,0
8YaSWlYa9u4,2915,11,3,5,0
8Yqw_f26SvM,4078520,9664,1706,1517,0
8YQZMbgpmIo,31052,136,5,24,0
8YUnOHihAU0,9721,79,1,22,0
8z4QVBaCAJM,8914,50,1,4,0
8ZkCvzJqCUY,4781,23,0,0,0
8zMlPNdRRLY,60781,231,7,16,0
91GNWPp-a38,5678,39,6,2,0
91nX46JsnlU,6306,6,0,0,0
92lO2Bum7v4,48529,148,17,22,0
92XVwY54h5k,198222791,1262249,47085,96913,0
93Kzx7azL6c,61262,256,5,16,0
958GzzqgWnw,5029228,16167,425,4395,0
95fAKnIgqmM,13651,54,1,4,0
961QhyKlg34,19458,124,8,19,0
96CVkRhfoKU,1413,3,0,0,0
97E7Kft_bno,1783,8,5,4,0
97efc0A5I20,455036,975,153,33,0
98I5LTPcRnw,424184,1359,64,75,0
99dOPdlLIw0,68897,125,10,9,0
99IRJoGX238,9833,33,0,4,0
99qifKCGPfA,4837,15,1,2,0
9AmyJhS8WWc,4676,12,2,4,0
9aPhLF7yfU8,170194,379,22,131,0
9AtlQm1jVpM,128005,838,15,37,0
9AW3zmGYEew,737,9,0,0,0
9bjpF066edk,21263,84,8,15,0
9C0B94fFZkQ,8886741,40470,2531,1688,0
9d30_Y2bF64,35950,200,23,47,0
9d8VhjIG6No,4604576,15523,334,380,0
9DApjTwOv14,224442,2371,34,568,0
9dDKx-vREdQ,13196,43,3,5,0
9dSVd8ISfl8,814,2,0,0,0
9ecrIMjE4GQ,906719,2482,223,53,0
9ejzBYus8qE,7197,19,2,1,0
9EOazpvA7-U,68786,239,15,88,0
9Eont_yEGZs,31450,330,2,33,0
9fHiacvqXLY,6090,34,2,0,0
9fUtcVIlocI,129515,810,23,46,0
9FuvuHFUeoE,59247,222,6,39,0
9GBxXdJBSPU,1591,3,0,0,0
9_GelFK6rdw,163,1,0,0,0
9gEtABdjiiI,580,3,1,0,0
9h6w198Yg_Q,5184,5,8,1,0
9hMrzEWpZM0,60880,238,12,29,0
9hNNrKNPGVo,903,2,0,0,0
9HRIGCog9UQ,702327,2891,139,114,0
9i9S12dwwKM,5626,23,3,3,0
9isn7V7c2gg,460,4,0,1,0
9IVd9X91fiI,10500,51,8,2,0
9IYFHAnqOKM,865840,2713,428,160,0
9j3KAnX0Nhk,3941843,11558,1357,787,0
9j3y-J8IzYo,22144,115,3,10,0
9jL7oaQAPMI,39880,127,8,15,0
9JTGNwLdSDA,338475,2107,35,75,0
9KkV_swvE2Q,215657,671,41,28,0
9KTEYDd0F7g,5723,15,1,1,0
9lnovJPbLTc,1302,7,7,3,0
_9lOz8mySPk,264,2,0,0,0
9LqrBRqFxmk,123568,905,17,132,0
9MhRoo23Wak,3132501,8396,1281,353,0
9n23ISvkbFQ,68505,116,21,63,0
9NAB8NfCO3s,4599577,1742,350,103,0
9nvHAma_Lh0,2109517,6404,348,271,0
9oiFkoROlu0,14309,53,3,2,0
9OlXAy0L0yI,99468,654,14,62,0
9OMdSRrUdy8,33927,62,9,9,0
9O-NfAWrkDM,493162,2955,69,364,0
9OufCgFZCyU,1834359,5686,218,1389,0
9pF_vfzjbpY,146695,569,17,28,0
9pgIBzNwGsM,2984992,8126,733,525,0
9PLm3XZsotA,3610,19,0,3,0
9pX1hxYW3YY,332732,930,58,80,0
9QHYm5IVhHI,2910,7,1,1,0
9qorxa6iMm4,2727,13,1,1,0
9qwsfjnC0kM,931,4,0,0,0
9RpdDbHL550,720,8,0,0,0
9_T2VQgL2XY,488903,1822,36,133,0
9t4EuOMiKSQ,747262,13100,3550,4412,0
9tHwS5Ymvag,2774,14,0,0,0
9tqaHOTOasE,3778,5,2,1,0
9u6xaK00otk,12610,43,2,9,0
9ukjNhwdbGY,5405,11,2,1,0
9v-2_YOVxGw,1762553,8014,444,224,0
9V8IRFmXcQI,8302,23,2,3,0
9vACWV5sRcY,1019371,3012,103,1723,0
9vn3DZZHC4s,1058,1,0,0,0
9VsHtn_RSHY,3947286,15107,1232,2146,0
9VY3OKScxP4,587,4,0,3,0
9w3jysNGqeA,971,8,10,0,0
9WQJg5fP0U8,1850730,8396,279,653,0
9WQnbIVJZjs,1459574,1940,371,108,0
9Wy6ekMz_Yk,1004,1,0,1,0
9xp2F5kPbRQ,8281,62,1,2,0
9xS3XqTSRr4,946,5,0,2,0
9y7hXwrVgpY,19276,150,6,41,0
9_yf1HCH5CY,2855,14,0,1,0
9ykMeXdU_Ng,2377,13,2,5,0
9z8uqVHf39M,553260,1848,88,92,0
9zdo9xIvR9M,7730,20,3,7,0
A0FwoprE1cQ,1965,8,1,1,0
